job_id,skill_id
2701524240,31
2701524240,64
2701524240,1
2701524240,74
2701524240,134
2701524240,94
2701524240,50
2701524240,69
2701524240,28
2701524240,119
2701524240,63
2701524240,12
2701524240,57
2701524240,90
2701524240,167
2701524240,145
2701524240,11
2701524240,67
2719108338,33
2719108338,24
2719108338,115
2719108338,140
2719108338,51
2719108338,30
2719108338,155
2719108338,23
2719108338,145
2719108338,7
2719108338,13
2719108338,128
2719108338,113
2719503370,87
2719503370,99
2719503370,83
2719503370,28
2719503370,64
2719503370,57
2719503370,1
2719503370,90
2719503370,113
2719503370,56
2719503370,9
2719503370,145
2719503370,95
2719503370,94
2719503370,20
2734877741,1
2734877741,44
2752415616,44
2752415616,14
2752415616,61
2752415616,149
2752415616,113
2697854773,33
2697854773,24
2697854773,34
2697854773,115
2697854773,56
2697854773,39
2697854773,140
2697854773,62
2697854773,12
2697854773,114
2697854773,120
2697854773,43
2697854773,145
2697854773,95
2697854773,79
2723260660,31
2723260660,107
2723260660,24
2723260660,64
2723260660,1
2723260660,94
2723260660,50
2723260660,130
2723260660,69
2723260660,113
2723260660,39
2723260660,83
2723260660,63
2723260660,167
2723260660,95
2723260660,71
2723260660,53
2723260660,13
2628572485,33
2628572485,31
2628572485,115
2628572485,56
2628572485,60
2628572485,99
2628572485,83
2628572485,145
2748225724,115
2748225724,113
2748225724,43
2748225724,108
2748225724,74
2748225724,145
2748225724,95
2748225724,53
2681258907,118
2681258907,128
2681258907,112
2681258907,27
2681258907,63
2681258907,115
2681258907,150
2681258907,145
2681258907,109
2681258907,20
2589582484,24
2589582484,113
2589582484,83
2589582484,12
2589582484,53
2589582484,13
2739219836,100
2511464962,23
2511464962,24
2511464962,115
2511464962,113
2511464962,74
2511464962,40
2698913189,24
2698913189,109
2698913189,115
2698913189,47
2698913189,113
2698913189,12
2698913189,145
2698913189,13
2738379210,44
2669926024,44
2703680779,31
2703680779,64
2703680779,74
2703680779,134
2703680779,20
2703680779,99
2703680779,12
2703680779,90
2703680779,108
2703680779,145
2703680779,79
2592607638,125
2592607638,19
2592607638,60
2592607638,124
2592607638,51
2592607638,120
2592607638,150
2592607638,145
2592607638,10
2592607638,109
2711762756,24
2711762756,109
2711762756,1
2711762756,19
2711762756,150
2711762756,43
2711762756,145
2742235941,44
2714548763,64
2677671953,55
2677671953,32
2677671953,115
2677671953,40
2677671953,124
2677671953,119
2677671953,54
2677671953,53
2677671953,108
2677402902,55
2677402902,23
2677402902,94
2677402902,95
2633319947,14
2633319947,63
2723217037,130
2723217037,63
2723217037,12
2723217037,1
2687409660,31
2687409660,64
2687409660,1
2687409660,58
2687409660,28
2687409660,20
2687409660,63
2675397650,115
2675397650,94
2675397650,87
2675397650,53
2675397650,113
2675397650,108
2690938927,24
2690938927,12
2690938927,13
2691393633,24
2691393633,115
2691393633,56
2691393633,47
2691393633,140
2691393633,12
2691393633,79
2687291186,83
2687291186,44
2681101425,99
2681101425,31
2681101425,83
2681101425,158
2681101425,60
2681101425,63
2681101425,136
2681101425,90
2681101425,113
2681101425,167
2681101425,145
2681101425,134
2681101425,20
2677491846,118
2677491846,115
2677491846,113
2677491846,145
2677491846,8
2677491846,79
2640774129,31
2640774129,166
2640774129,115
2640774129,19
2640774129,118
2640774129,110
2640774129,100
2640774129,150
2640774129,145
2640774129,44
2642809672,64
2642809672,1
2642809672,115
2642809672,130
2642809672,113
2642809672,105
2642809672,20
2642809672,23
2642809672,63
2642809672,133
2642809672,149
2702104959,69
2702104959,145
2702104959,134
2702104959,20
2717475163,64
2717475163,94
2717475163,87
2717475163,63
2717475163,108
2418220431,24
2418220431,54
2418220431,113
2675377873,83
2675377873,24
2675377873,12
2675377873,39
2675377873,13
2716765009,14
2716765009,99
2716765009,124
2716765009,63
2716765009,64
2716765009,90
2716765009,115
2716765009,113
2716765009,74
2716765009,145
2726599079,130
2726599079,48
2726599079,1
2726599079,150
2726599079,139
2726599079,19
2726599079,8
2726599079,79
2607111073,118
2607111073,124
2607111073,156
2607111073,158
2607111073,101
2677460482,55
2677460482,32
2677460482,115
2677460482,40
2677460482,124
2677460482,119
2677460482,54
2677460482,108
2640356615,50
2640356615,130
2640356615,4
2640356615,24
2640356615,63
2640356615,114
2640356615,1
2640356615,115
2640356615,150
2640356615,43
2640356615,87
2640356615,26
2640356615,56
2640356615,95
2640356615,19
2640356615,109
2745608351,124
2745608351,44
2682293940,31
2682293940,1
2682293940,130
2682293940,113
2682293940,20
2682293940,83
2682293940,145
2682293940,27
2748524910,24
2748524910,83
2748524910,63
2748524910,12
2748524910,145
2748524910,53
2748524910,13
2748524910,113
2684300915,159
2684300915,6
2684300915,31
2684300915,147
2684300915,130
2684300915,107
2684300915,24
2684300915,158
2684300915,37
2684300915,69
2684300915,136
2684300915,109
2684300915,126
2684300915,12
2684300915,1
2684300915,120
2684300915,115
2684300915,150
2684300915,43
2684300915,76
2684300915,167
2684300915,160
2684300915,11
2684300915,139
2684300915,145
2684300915,134
2684300915,19
2684300915,13
2684300915,20
2656640785,24
2656640785,12
2656640785,13
2700267871,44
2700267871,99
2700267871,125
2689561899,55
2689561899,32
2689561899,115
2689561899,40
2689561899,124
2689561899,119
2689561899,54
2689561899,53
2689561899,108
2714545770,24
2714545770,124
2714545770,12
2714545770,115
2709155801,51
2709155801,50
2709155801,83
2709155801,24
2709155801,63
2709155801,12
2709155801,1
2709155801,113
2709155801,23
2709155801,145
2709155801,134
2709155801,13
2709155801,20
2727659059,31
2727659059,32
2727659059,24
2727659059,64
2727659059,1
2727659059,66
2727659059,124
2727659059,87
2727659059,20
2727659059,63
2727659059,145
2727659059,13
2727659059,67
2746622436,1
2746622436,124
2746622436,28
2746622436,113
2746622436,14
2746622436,12
2746622436,108
2700272290,44
2700272290,99
2700272290,125
2677255610,145
2496509713,55
2496509713,24
2496509713,1
2496509713,66
2496509713,17
2496509713,50
2496509713,130
2496509713,113
2742903425,44
2742903425,31
2742903425,83
2742903425,135
2692495558,24
2692495558,1
2692495558,134
2692495558,112
2692495558,130
2692495558,113
2692495558,99
2692495558,83
2692495558,90
2692495558,43
2692495558,108
2692495558,145
2692495558,71
2692495558,161
2745613834,118
2745613834,33
2745613834,51
2745613834,83
2745613834,37
2745613834,126
2745613834,115
2745613834,150
2745613834,113
2745613834,66
2745613834,56
2745613834,79
2745613834,109
2745613834,13
2734084443,115
2734084443,105
2734084443,140
2734084443,150
2734084443,145
2734084443,44
2734084443,109
2693767021,124
2693767021,138
2693767021,145
2693767021,44
2744666145,24
2744666145,109
2744666145,150
2744666145,145
2744666145,19
2744666145,79
2690732245,2
2690732245,64
2690732245,1
2690732245,58
2690732245,94
2690732245,50
2690732245,124
2690732245,28
2690732245,87
2690732245,23
2690732245,57
2690732245,79
2418215890,24
2418215890,54
2418215890,113
2747895395,115
2747895395,50
2747895395,113
2747895395,20
2747895395,51
2747895395,63
2747895395,167
2747895395,27
2696302614,83
2696302614,24
2707841581,24
2707841581,122
2707841581,1
2707841581,115
2707841581,9
2707841581,112
2707841581,39
2707841581,20
2707841581,51
2707841581,83
2707841581,23
2707841581,136
2707841581,12
2707841581,71
2707841581,13
2707841581,158
2689080365,99
2689080365,31
2689080365,50
2689080365,14
2689080365,83
2689080365,45
2689080365,23
2689080365,24
2689080365,63
2689080365,28
2689080365,12
2689080365,57
2689080365,113
2689080365,108
2689080365,11
2689080365,9
2689080365,40
2689080365,20
2748685701,61
2748685701,122
2671714552,130
2671714552,24
2671714552,64
2671714552,122
2671714552,12
2671714552,1
2671714552,115
2671714552,113
2671714552,74
2671714552,53
2678416614,33
2678416614,115
2678416614,39
2678416614,140
2678416614,14
2678416614,23
2678416614,63
2678416614,12
2678416614,90
2678416614,120
2678416614,128
2689886094,24
2689886094,12
2689886094,13
2702492018,24
2702492018,141
2674147468,44
2674147468,83
2674147468,110
2693776608,24
2693776608,12
2693776608,13
2698187892,44
2698187892,143
2698187892,166
2698187892,110
2698187892,135
2686203928,118
2686203928,44
2686203928,83
2686203928,150
2686203928,43
2669972802,130
2669972802,14
2669972802,24
2669972802,1
2669972802,71
2669972802,39
2713200914,19
2713200914,138
2713200914,30
2713200914,139
2713200914,145
2707293521,64
2707293521,145
2683509481,1
2704706180,30
2704706180,24
2704706180,12
2704706180,115
2704706180,139
2554017973,83
2554017973,24
2554017973,63
2554017973,64
2554017973,12
2554017973,115
2554017973,113
2554017973,13
2554017973,53
2554017973,20
2717468986,64
2717468986,94
2717468986,87
2717468986,63
2717468986,108
2702972706,83
2702972706,145
2702972706,161
2739254173,44
2737585646,24
2737585646,109
2737585646,74
2737585646,19
2737585646,117
2737585646,150
2737585646,43
2737585646,26
2737585646,145
2737585646,44
2715134465,64
2715134465,115
2715134465,20
2715134465,63
2715134465,57
2715134465,27
2715134465,113
2653654307,94
2653654307,40
2653654307,45
2653654307,164
2653654307,119
2653654307,12
2653654307,108
2591533104,24
2591533104,64
2591533104,1
2591533104,115
2591533104,134
2591533104,14
2591533104,45
2591533104,12
2591533104,145
2591533104,8
2591533104,44
2591533104,141
2728727787,118
2728727787,27
2728727787,63
2728727787,115
2728727787,113
2728727787,81
2691338334,31
2691338334,145
2691338334,53
2691338334,44
2686301029,14
2686301029,12
2686301029,1
2686301029,66
2718023033,24
2718023033,64
2718023033,1
2718023033,9
2718023033,134
2718023033,50
2718023033,130
2718023033,69
2718023033,28
2718023033,39
2718023033,20
2718023033,83
2718023033,57
2718023033,145
2718023033,7
2718023033,13
2718023033,113
2718023033,109
2749967765,124
2749967765,2
2749967765,12
2749967765,1
2749967765,115
2749967765,108
2749967765,145
2741476532,51
2741476532,14
2741476532,130
2741476532,1
2741476532,113
2741476532,43
